player_name(team_name),m1(run),m1(bowl),m1(sr),m1(op),m1(vnu),m2(run),m2(bowl),m2(sr),m2(4),m2(6),m2(op),m2(vnu),m3(run),m3(bowl),m3(sr),m3(4),m3(6),m3(op),m3(vnu),m4(run),m4(bowl),m4(sr),m4(4),m4(6),m4(op),m4(vnu),m5(run),m5(bowl),m5(sr),m5(4),m5(6),m5(op),m5(vnu),m6(run),m6(bowl),m6(sr),m6(4),m6(6),m6(op),m6(vnu),m7(run),m7(bowl),m7(sr),m7(4),m7(6),m7(op),m7(vnu),m8(run),m8(bowl),m8(sr),m8(4),m8(6),m8(op),m8(vnu),m9(run),m9(bowl),m9(sr),m9(4),m9(6),m9(op),m9(vnu),m10(run),m10(bowl),m10(sr),m10(4),m10(6),m10(op),m10(vnu),t(50),t(100),t(4),t(6),truns,tbf,avg.run,avg.sr,rf(50),rf(100),drb,truns(%),tbf(%),country,player_role,match_format,venue_type,opposition,pitch_type,weather,opposition_strength,recent_form_score,consistency_score,performance_label,source_file,wickets,m1(rab),m1(4),m1(6),m1(over),m1(wic),m1(mdn),m1(ecn),m1(w/l),m2(rab),m2(over),m2(wic),m2(mdn),m2(ecn),m2(w/l),m3(rab),m3(over),m3(wic),m3(mdn),m3(ecn),m3(w/l),m4(rab),m4(over),m4(wic),m4(mdn),m4(ecn),m4(w/l),m5(rab),m5(over),m5(wic),m5(mdn),m5(ecn),m5(w/l),m6(rab),m6(over),m6(wic),m6(mdn),m6(ecn),m6(w/l),m7(rab),m7(over),m7(wic),m7(mdn),m7(ecn),m7(w/l),m8(rab),m8(over),m8(wic),m8(mdn),m8(ecn),m8(w/l),m9(rab),m9(over),m9(wic),m9(mdn),m9(ecn),m9(w/l),m10(rab),m10(over),m10(wic),m10(mdn),m10(ecn),m10(w/l),t.wic,t.mdn,avg.rab,avg.bf,batting.sr,avg.over,avg.run.given,ecn,trab,t.over,ballsbowled,trungiven,bsr,unnamed:_0
Nasir Jamsheed,0.0,3.11,0.0,Australia,Dubai,28.19,37.67,77.15,4.05,0.0,Australia,Dubai,107.52,90.09,119.74,8.66,2.95,Australia,Dubai,0.0,0.97,0.0,0.0,0.0,Australia,Dubai,15.39,20.0,73.47,0.98,0.0,Australia,Dubai,28.36,33.96,80.26,2.91,0.0,Australia,Dubai,43.88,52.61,76.5,5.1,1.03,Australia,Dubai,4.9,9.35,52.82,1.04,0.0,Australia,Dubai,140.86,125.32,103.79,13.88,1.9,Australia,Dubai,22.14,41.35,52.53,2.07,0.0,Australia,Dubai,0.0,2.0,38.41,6.07,392.29,420.93,39.92,91.24,0.0,0.2,-35.54,3.81,4.2,Australia,Batsman,T20,Neutral,West Indies,Batting,Humid,73.06,44.39,66.57,24.95,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Yausaf,0.0,4.0,0.0,Australia,Dubai,1.01,1.04,97.15,0.0,0.0,Australia,Dubai,22.42,23.57,128.45,0.0,0.0,Australia,Dubai,1.0,7.06,162.12,0.0,0.0,Australia,Dubai,50.09,71.98,87.89,1.92,0.0,Australia,Dubai,63.27,77.12,70.78,1.99,0.96,Australia,Dubai,64.26,53.1,65.46,1.94,0.0,Australia,Dubai,54.02,51.79,104.07,3.04,0.0,Australia,Dubai,70.03,51.53,127.69,2.08,3.15,Australia,Dubai,51.29,52.1,101.74,2.9,1.01,Australia,Dubai,4.78,0.0,13.93,5.25,372.44,386.01,37.73,90.63,0.49,0.0,-22.44,3.59,3.89,Australia,Batsman,T20,Neutral,Bangladesh,Balanced,Overcast,57.59,27.2,56.2,29.64,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Rizwan,4.04,10.45,108.06,Australia,Dubai,0.97,7.34,13.82,0.0,0.0,Australia,Dubai,0.0,0.98,0.0,0.0,0.0,Australia,Dubai,28.34,21.27,126.5,1.01,1.93,Australia,Dubai,64.85,38.09,188.2,2.02,7.22,Australia,Dubai,9.02,14.86,62.72,1.03,0.0,Australia,Dubai,2.01,5.07,39.79,0.0,0.0,Australia,Dubai,27.42,25.49,103.66,0.0,1.97,Australia,Dubai,0.95,2.07,52.09,0.0,0.0,Australia,Dubai,18.74,9.64,184.68,0.0,1.98,Australia,Dubai,1.0,0.0,4.92,13.02,162.4,130.54,15.78,119.1,0.1,0.0,24.97,1.59,1.32,Australia,Batsman,T20,Neutral,West Indies,Batting,Humid,66.86,20.05,40.81,27.29,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imran Farhat,16.48,8.34,43.58,Australia,Dubai,51.31,44.67,219.04,1.97,0.99,Australia,Dubai,48.74,44.82,115.06,3.08,2.91,Australia,Dubai,58.53,53.2,100.86,5.8,2.09,Australia,Dubai,57.09,77.51,130.64,2.88,3.82,Australia,Dubai,54.87,76.26,74.13,4.19,3.03,Australia,Dubai,24.3,39.05,26.03,0.0,0.0,Australia,Dubai,22.26,20.13,46.85,2.04,0.0,Australia,Dubai,120.05,114.97,253.27,0.0,0.0,Australia,Dubai,12.73,27.81,141.55,0.0,2.04,Australia,Dubai,5.11,1.05,20.4,15.49,471.94,522.0,46.67,86.96,0.52,0.1,-49.64,4.6,5.22,Australia,Batsman,T20,Away,New Zealand,Balanced,Humid,75.13,39.81,61.69,31.14,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haris Sohail,41.18,70.9,40.5,Australia,Dubai,51.44,74.52,61.14,3.09,0.0,Australia,Dubai,47.9,74.58,67.54,4.99,0.0,Australia,Dubai,32.46,40.99,73.88,2.97,0.0,Australia,Dubai,34.63,53.69,130.59,3.98,3.11,Australia,Dubai,59.87,57.02,58.57,3.93,2.96,Australia,Dubai,52.69,64.73,139.97,3.01,3.11,Australia,Dubai,7.87,16.22,361.86,0.0,0.0,Australia,Dubai,8.06,12.45,128.88,1.96,0.0,Australia,Dubai,12.25,31.33,152.43,0.95,0.0,Australia,Dubai,4.04,0.0,26.88,8.75,347.21,516.51,33.85,71.7,0.39,0.0,-147.57,3.31,5.0,Australia,Batsman,T20,Home,England,Batting,Clear,87.07,31.1,62.56,24.12,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hammad Azam,19.08,20.14,84.9,Australia,Dubai,19.01,26.4,95.95,1.91,0.0,Australia,Dubai,18.36,20.87,70.43,2.09,0.0,Australia,Dubai,19.52,21.34,94.77,1.99,0.0,Australia,Dubai,16.8,13.1,100.97,0.0,0.0,Australia,Dubai,74.98,56.76,155.36,2.93,2.02,Australia,Dubai,69.94,42.93,112.18,3.09,3.81,Australia,Dubai,45.97,46.03,138.47,0.0,0.0,Australia,Dubai,4.91,6.06,44.99,0.0,0.0,Australia,Dubai,44.68,53.76,80.96,2.87,0.0,Australia,Dubai,2.03,0.0,20.74,6.16,329.82,307.45,35.1,107.43,0.19,0.0,24.42,3.42,3.07,Australia,Batsman,T20,Home,England,Balanced,Humid,84.21,22.49,70.72,30.57,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babar Azam,39.24,30.17,64.95,Australia,Dubai,86.72,74.12,128.64,4.17,1.98,Australia,Dubai,83.93,75.31,116.21,6.06,4.81,Australia,Dubai,6.18,1.94,305.34,0.0,0.99,Australia,Dubai,4.87,5.71,33.56,0.0,0.0,Australia,Dubai,8.11,18.69,69.78,0.0,0.0,Australia,Dubai,0.0,4.16,87.18,0.0,0.0,Australia,Dubai,79.44,85.19,232.81,0.0,0.0,Australia,Dubai,0.0,4.01,87.41,0.0,0.0,Australia,Dubai,11.53,18.38,56.99,0.0,0.0,Australia,Dubai,2.98,0.0,10.69,8.27,307.32,304.84,30.83,96.82,0.31,0.0,2.95,3.11,3.05,Australia,Batsman,T20,Neutral,West Indies,Bowling,Overcast,67.02,42.5,71.87,24.2,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fawad Alam,0.98,8.58,78.02,Australia,Dubai,3.88,7.03,11.16,0.0,0.0,Australia,Dubai,3.95,6.76,54.66,0.0,0.0,Australia,Dubai,3.0,5.02,61.97,0.0,0.0,Australia,Dubai,7.21,11.25,179.32,0.0,0.0,Australia,Dubai,23.2,19.83,156.38,0.0,0.0,Australia,Dubai,2.01,5.81,246.8,0.0,0.0,Australia,Dubai,10.55,16.51,152.8,0.0,0.0,Australia,Dubai,42.85,40.05,22.29,2.99,4.12,Australia,Dubai,27.25,35.26,45.11,1.02,0.0,Australia,Dubai,0.0,0.0,3.94,5.77,124.77,161.94,12.35,76.8,0.0,0.0,-32.26,1.25,1.52,Australia,Batsman,T20,Away,Sri Lanka,Balanced,Clear,70.04,37.49,68.04,19.35,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asif Ali,40.72,33.01,114.2,Australia,Dubai,21.57,28.24,72.74,4.18,0.0,Australia,Dubai,7.96,8.23,98.26,0.98,0.0,Australia,Dubai,0.0,1.01,0.0,0.0,0.0,Australia,Dubai,3.99,5.14,37.16,0.0,0.0,Australia,Dubai,59.42,53.34,114.4,8.08,0.98,Australia,Dubai,9.65,18.51,50.41,1.04,0.0,Australia,Dubai,21.08,25.62,90.04,3.14,1.01,Australia,Dubai,5.04,12.43,38.97,0.0,0.0,Australia,Dubai,37.35,43.24,80.92,5.97,0.0,Australia,Dubai,1.04,0.0,28.55,3.07,208.71,227.24,20.77,90.09,0.1,0.0,-25.97,1.99,2.4,Australia,Batsman,T20,Away,Bangladesh,Balanced,Overcast,59.49,30.91,60.58,19.25,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asad Shafiq,0.0,2.91,0.0,Australia,Dubai,5.76,7.28,44.83,0.0,0.0,Australia,Dubai,6.27,6.74,119.93,0.0,0.0,Australia,Dubai,0.0,0.96,0.0,0.0,0.0,Australia,Dubai,2.08,2.92,45.87,0.0,0.0,Australia,Dubai,5.85,6.89,255.7,0.0,0.0,Australia,Dubai,2.99,3.8,0.0,0.0,0.0,Australia,Dubai,5.76,13.33,43.99,0.0,0.0,Australia,Dubai,18.85,31.4,60.69,2.93,0.0,Australia,Dubai,4.77,5.95,54.57,0.0,0.0,Australia,Dubai,0.0,0.0,2.97,0.0,54.5,85.21,4.96,60.81,0.0,0.0,-30.0,0.54,0.84,Australia,Batsman,T20,Neutral,Bangladesh,Batting,Clear,62.17,33.61,71.15,17.65,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asad Ali,16.61,23.89,65.15,Australia,Dubai,5.97,9.39,64.7,0.0,0.0,Australia,Dubai,2.08,10.02,20.26,0.0,0.0,Australia,Dubai,46.72,67.96,68.61,4.98,0.0,Australia,Dubai,46.66,51.43,88.87,5.84,0.0,Australia,Dubai,15.49,16.61,90.61,0.0,0.98,Australia,Dubai,0.97,8.73,11.38,0.0,0.0,Australia,Dubai,4.12,6.09,67.72,1.02,0.0,Australia,Dubai,13.25,15.33,82.63,0.99,0.0,Australia,Dubai,9.53,17.81,56.12,0.0,0.97,Australia,Dubai,0.0,0.0,15.2,2.0,165.19,217.66,16.38,70.58,0.0,0.0,-66.55,1.61,2.24,Australia,Batsman,T20,Home,Sri Lanka,Balanced,Overcast,67.57,17.31,51.25,13.78,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adnan Akmal,7.91,9.39,87.56,Australia,Dubai,32.45,48.02,61.99,3.07,0.0,Australia,Dubai,28.86,42.04,63.04,4.87,0.0,Australia,Dubai,8.15,13.13,58.0,0.0,1.02,Australia,Dubai,5.08,5.03,97.07,0.0,0.0,Australia,Dubai,9.31,10.68,82.67,1.03,0.0,Australia,Dubai,54.27,76.22,66.0,6.02,0.97,Australia,Dubai,103.75,112.11,89.45,8.14,2.89,Australia,Dubai,2.09,7.24,29.4,0.0,0.0,Australia,Dubai,1.01,2.04,48.26,0.0,0.0,Australia,Dubai,1.01,0.98,24.84,5.25,247.26,332.33,25.31,75.89,0.1,0.1,-82.44,2.45,3.28,Australia,Batsman,T20,Away,Bangladesh,Bowling,Humid,57.05,29.76,64.5,25.35,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imad Wasim,7.79,14.53,58.4,Australia,Dubai,29.22,43.72,72.85,3.07,0.97,Australia,Dubai,59.04,77.82,76.89,5.08,2.05,Australia,Dubai,10.94,6.26,181.19,1.04,0.0,Australia,Dubai,27.97,28.32,96.28,0.0,1.98,Australia,Dubai,29.97,43.03,70.83,1.01,1.01,Australia,Dubai,44.2,66.32,47.67,0.0,0.0,Australia,Dubai,21.95,10.31,78.94,0.0,0.0,Australia,Dubai,0.0,2.94,35.17,0.0,0.0,Australia,Dubai,8.99,15.44,62.72,1.03,0.0,Australia,Dubai,1.01,0.0,11.43,6.79,249.4,308.87,24.72,79.86,0.1,0.0,-62.07,2.36,3.16,Australia,Batsman,T20,Home,Pakistan,Bowling,Overcast,83.85,23.02,67.49,22.33,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yonus Khan,0.0,1.02,22.43,Australia,Dubai,0.0,4.19,0.0,0.0,0.0,Australia,Dubai,37.22,44.45,103.14,5.81,1.04,Australia,Dubai,62.04,54.44,113.33,6.04,2.86,Australia,Dubai,4.85,23.81,19.07,0.0,0.0,Australia,Dubai,5.21,6.16,44.9,0.0,0.0,Australia,Dubai,34.39,23.92,80.64,0.0,0.0,Australia,Dubai,13.64,25.7,55.75,0.0,0.0,Australia,Dubai,0.0,1.93,13.1,0.0,0.0,Australia,Dubai,23.07,45.52,41.61,0.0,0.0,Australia,Dubai,0.96,0.0,12.26,4.05,177.9,237.29,17.95,79.76,0.1,0.0,-51.86,1.73,2.23,Australia,Batsman,T20,Away,India,Batting,Overcast,88.08,35.22,74.33,23.19,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hassan Ali,11.43,19.82,63.93,Australia,Dubai,53.33,61.12,89.78,6.93,1.01,Australia,Dubai,31.75,49.67,61.91,1.97,1.02,Australia,Dubai,15.4,42.12,34.37,1.05,0.0,Australia,Dubai,37.98,53.95,72.07,3.07,0.0,Australia,Dubai,0.96,2.03,49.38,0.0,0.0,Australia,Dubai,15.36,36.24,41.82,0.0,0.0,Australia,Dubai,43.05,36.35,110.98,5.05,0.95,Australia,Dubai,0.0,17.58,0.0,0.0,0.0,Australia,Dubai,12.11,15.28,47.75,0.0,0.0,Australia,Dubai,1.03,0.0,18.23,3.1,216.92,328.03,22.26,66.7,0.1,0.0,-117.12,2.32,3.43,Australia,Batsman,T20,Away,England,Batting,Humid,88.38,22.08,45.0,21.86,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Amir,59.67,75.74,70.61,Australia,Dubai,32.64,40.33,78.05,1.99,1.92,Australia,Dubai,9.41,22.26,41.31,0.0,0.0,Australia,Dubai,6.07,13.97,41.38,0.0,0.0,Australia,Dubai,22.02,23.37,75.19,0.0,0.0,Australia,Dubai,23.82,46.21,92.09,0.0,0.0,Australia,Dubai,23.4,62.6,59.12,0.0,0.0,Australia,Dubai,3.94,4.92,0.0,0.0,0.0,Australia,Dubai,5.05,5.95,89.95,0.0,0.0,Australia,Dubai,18.62,32.98,54.52,1.97,0.0,Australia,Dubai,1.03,0.0,8.92,5.07,192.65,328.05,20.98,59.51,0.1,0.0,-125.54,1.92,3.29,Australia,Batsman,T20,Away,Pakistan,Balanced,Clear,78.7,38.39,72.54,18.69,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umer Gull,50.43,43.17,123.48,Australia,Dubai,1.04,2.09,51.9,0.0,0.0,Australia,Dubai,80.01,69.59,101.56,5.15,3.99,Australia,Dubai,5.19,17.94,27.67,0.0,0.0,Australia,Dubai,12.59,20.54,63.25,0.0,0.99,Australia,Dubai,35.92,38.26,92.37,5.07,1.04,Australia,Dubai,57.09,62.6,88.97,6.12,1.9,Australia,Dubai,27.14,27.08,90.43,2.98,0.0,Australia,Dubai,4.96,14.62,34.86,0.0,0.0,Australia,Dubai,30.68,35.39,83.53,6.26,0.0,Australia,Dubai,2.87,0.0,30.98,10.91,294.96,330.26,31.33,86.71,0.29,0.0,-36.2,2.93,3.3,Australia,Batsman,T20,Home,England,Balanced,Clear,88.09,29.62,62.56,27.99,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahab Riaz,38.25,69.93,58.03,Australia,Dubai,19.49,48.88,38.34,0.0,0.0,Australia,Dubai,60.96,67.9,88.59,2.0,2.03,Australia,Dubai,19.17,44.09,41.15,1.95,0.0,Australia,Dubai,71.58,96.72,82.8,2.89,2.96,Australia,Dubai,3.0,5.23,58.81,0.0,0.0,Australia,Dubai,0.0,4.12,0.0,0.0,0.0,Australia,Dubai,0.99,8.36,12.66,0.0,0.0,Australia,Dubai,120.28,127.89,94.65,8.91,4.97,Australia,Dubai,34.9,54.49,66.89,1.03,0.0,Australia,Dubai,1.94,0.95,16.74,11.02,354.56,511.94,36.79,71.08,0.21,0.1,-139.57,3.83,5.17,Australia,Batsman,T20,Away,West Indies,Balanced,Clear,67.39,44.89,48.03,26.47,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Shahzad,8.99,19.58,45.61,Australia,Dubai,1.0,12.11,8.66,0.0,0.0,Australia,Dubai,55.0,49.78,102.62,3.02,1.03,Australia,Dubai,21.74,34.16,64.69,3.05,1.02,Australia,Dubai,72.94,58.33,116.28,0.97,5.12,Australia,Dubai,26.92,29.77,88.36,5.11,0.0,Australia,Dubai,64.35,61.14,110.33,5.16,3.08,Australia,Dubai,75.03,83.09,93.92,7.91,0.0,Australia,Dubai,61.29,48.07,122.53,5.08,3.1,Australia,Dubai,30.67,44.96,71.22,2.03,0.0,Australia,Dubai,5.08,0.0,34.32,12.75,419.14,444.23,42.85,94.52,0.52,0.0,-22.8,4.35,4.49,Australia,Batsman,T20,Neutral,South Africa,Bowling,Clear,76.51,37.13,62.19,26.01,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shadab Khan,9.8,18.72,57.67,Australia,Dubai,42.58,57.87,74.27,4.99,0.0,Australia,Dubai,31.95,31.26,101.75,0.98,3.1,Australia,Dubai,79.15,94.26,94.37,5.91,3.02,Australia,Dubai,15.69,17.6,84.54,1.93,0.0,Australia,Dubai,54.28,65.21,79.05,5.14,1.0,Australia,Dubai,4.79,15.94,30.35,0.0,0.0,Australia,Dubai,41.9,72.24,52.35,3.07,2.03,Australia,Dubai,0.0,2.04,0.0,0.0,0.0,Australia,Dubai,8.92,14.7,60.77,0.0,0.97,Australia,Dubai,2.04,0.0,22.21,9.98,279.7,401.25,28.09,75.47,0.2,0.0,-99.61,2.97,3.86,Australia,Batsman,T20,Away,India,Batting,Overcast,90.42,21.78,50.44,24.35,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sohail Tanveer,38.6,74.9,48.2,Australia,Dubai,17.58,21.44,83.89,2.89,0.0,Australia,Dubai,0.97,6.17,16.52,0.0,0.0,Australia,Dubai,106.39,130.95,79.57,12.81,0.0,Australia,Dubai,0.0,1.05,0.0,0.0,0.0,Australia,Dubai,51.55,83.53,63.94,2.09,0.0,Australia,Dubai,2.86,3.84,0.0,0.0,0.0,Australia,Dubai,3.05,2.09,90.37,0.0,0.0,Australia,Dubai,21.18,48.54,45.77,0.97,0.0,Australia,Dubai,3.1,6.78,43.8,0.0,0.0,Australia,Dubai,1.0,1.03,19.7,1.04,245.59,378.44,24.71,63.09,0.1,0.1,-137.15,2.39,3.79,Australia,Batsman,T20,Home,New Zealand,Batting,Overcast,80.27,46.23,50.43,17.03,test__static__version__Batsman Dataset (Australia).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
